1
 DATE PRINTED: 22/01/25   20:14:44
 OCBC BANK                BRANCH: 000                                                                         CDU100P      PAGE    1
                                                                                                              PROCESS DATE : 22/01/25
 SGD FD DEALER QUOTED RATE REPORT                                                                             PROCESS THRU : 22/01/25
0                                            PROD                       <==========R A T E========> EFFECTIVE MATURITY         DEALER
     ACCOUNT NO    TD # SHORT NAME           TYPE     PRINCIPAL BALANCE    CUSTOMER   DEALER QUOTED    DATE    DATE   TERM/CODE CODE
 301-609191-501  001500 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  001501 UA AZHAR ATM          F1              6,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  001515 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  001530 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  001534 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  001535 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  002166 UA AZHAR ATM          F1              6,000.02       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  002167 UA AZHAR ATM          F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  002177 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  002189 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  002221 UA AZHAR ATM          F1             10,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-609191-501  002222 UA AZHAR ATM          F1             90,000.12       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000037 UA AZHAR ATM          F1              8,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000038 UA AZHAR ATM          F1              7,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000049 UA AZHAR ATM          F1              8,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000050 UA AZHAR ATM          F1          1,000,000.37       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000051 UA AZHAR ATM          F1          1,000,000.37       .0000000      .0000000  22/01/25 23/01/25    1  D
1
 DATE PRINTED: 22/01/25   20:14:44
 OCBC BANK                BRANCH: 000                                                                         CDU100P      PAGE    2
                                                                                                              PROCESS DATE : 22/01/25
 SGD FD DEALER QUOTED RATE REPORT                                                                             PROCESS THRU : 22/01/25
0                                            PROD                       <==========R A T E========> EFFECTIVE MATURITY         DEALER
     ACCOUNT NO    TD # SHORT NAME           TYPE     PRINCIPAL BALANCE    CUSTOMER   DEALER QUOTED    DATE    DATE   TERM/CODE CODE
0301-822679-501  000052 UA AZHAR ATM          F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000054 UA AZHAR ATM          F1              7,000.03       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000055 UA AZHAR ATM          F1              5,000.02       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000056 UA AZHAR ATM          F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000057 UA AZHAR ATM          F1              5,000.02       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000058 UA AZHAR ATM          F1              5,000.02       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000060 UA AZHAR ATM          F1              6,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000062 UA AZHAR ATM          F1              6,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000063 UA AZHAR ATM          F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000064 UA AZHAR ATM          F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000065 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000066 UA AZHAR ATM          F1             99,999.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000067 UA AZHAR ATM          F1             99,999.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000068 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000069 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000070 UA AZHAR ATM          F1             99,999.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000072 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000073 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000074 UA AZHAR ATM          F1          1,000,000.37       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000075 UA AZHAR ATM          F1              7,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000076 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000077 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000078 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000079 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000080 UA AZHAR ATM          F1          1,000,000.37       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000081 UA AZHAR ATM          F1          1,000,000.37       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000082 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000083 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000084 UA AZHAR ATM          F1            259,000.35       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000085 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000086 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000087 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000088 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000089 UA AZHAR ATM          F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000090 UA AZHAR ATM          F1          1,000,000.37       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000091 UA AZHAR ATM          F1            531,013.73       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000092 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000093 UA AZHAR ATM          F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000096 UA AZHAR ATM          F1              5,000.02       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000097 UA AZHAR ATM          F1              5,000.02       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000100 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000107 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000119 UA AZHAR ATM          F1             50,000.07       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000121 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000122 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000123 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000137 UA AZHAR ATM          F1             70,000.10       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000138 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 301-822679-501  000140 UA AZHAR ATM          F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 401-840392-501  000409 TIMED0001             F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 401-840392-501  000417 TIMED0001             F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
1
 DATE PRINTED: 22/01/25   20:14:44
 OCBC BANK                BRANCH: 000                                                                         CDU100P      PAGE    3
                                                                                                              PROCESS DATE : 22/01/25
 SGD FD DEALER QUOTED RATE REPORT                                                                             PROCESS THRU : 22/01/25
0                                            PROD                       <==========R A T E========> EFFECTIVE MATURITY         DEALER
     ACCOUNT NO    TD # SHORT NAME           TYPE     PRINCIPAL BALANCE    CUSTOMER   DEALER QUOTED    DATE    DATE   TERM/CODE CODE
0401-840392-501  000418 TIMED0001             F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 401-840392-501  000419 TIMED0001             F1              5,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 401-840392-501  000434 TIMED0001             F1              5,010.21       .0000000      .0000000  22/01/25 23/01/25    1  D
 401-840392-501  000435 TIMED0001             F1              5,010.21       .0000000      .0000000  22/01/25 23/01/25    1  D
 501-008379-501  000006 WISDOM MARINE LINES   F1              5,001.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 501-008379-501  000007 WISDOM MARINE LINES   F1              6,001.01       .0000000      .0000000  22/01/25 23/01/25    1  D
 501-028294-501  000010 EADVISE_SDBY_SG       F1                500.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 501-028310-501  000007 EADVISE_SIDJ_SG       F1              7,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 501-028310-501  000008 EADVISE_SIDJ_SG       F1              7,000.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 501-028310-501  000015 EADVISE_SIDJ_SG       F1                200.00       .0000000      .0000000  22/01/25 23/01/25    1  D
 901-000018-601  000248 CHAKARAPANI TESTING   F1             99,999.14       .0000000      .0000000  22/01/25 23/01/25    1  D
 901-000018-601  000249 CHAKARAPANI TESTING   F1              5,000.01       .0000000      .0000000  22/01/25 23/01/25    1  D
0                                   Prod Total:           9,537,632.23
0                              Term Code Total:           9,537,632.23
0112-000146-501  000012 C2742328CB            F1              1,111.11       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000013 C2742328CB            F1              2,222.22       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000014 C2742328CB            F1              3,333.33       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000015 C2742328CB            F1              4,444.44       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000016 C2742328CB            F1              5,555.85       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000017 C2742328CB            F1              6,667.03       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000018 C2742328CB            F1              7,778.20       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000019 C2742328CB            F1              7,777.77       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000020 C2742328CB            F1              8,888.88       .0000000      .0000000  22/01/25 24/01/25    2  D
 112-000146-501  000021 C2742328CB            F1              9,999.99       .0000000      .0000000  22/01/25 24/01/25    2  D
 201-000772-501  000454 0AE8C4640090073A      F1             10,000.00       .0000000      .0000000  22/01/25 24/01/25    2  D
 301-609191-501  001092 UA AZHAR ATM          F1             28,000.00       .0000000      .0000000  22/01/25 24/01/25    2  D
 301-609191-501  001115 UA AZHAR ATM          F1          1,000,001.74       .0000000      .0000000  22/01/25 24/01/25    2  D
 301-609191-501  001116 UA AZHAR ATM          F1          1,000,001.74       .0000000      .0000000  22/01/25 24/01/25    2  D
 301-609191-501  001117 UA AZHAR ATM          F1             99,999.27       .0000000      .0000000  22/01/25 24/01/25    2  D
 301-609191-501  001186 UA AZHAR ATM          F1             80,000.22       .0000000      .0000000  22/01/25 24/01/25    2  D
 501-028294-501  000002 EADVISE_SDBY_SG       F1              8,000.00       .0000000      .0000000  22/01/25 24/01/25    2  D
 501-028294-501  000004 EADVISE_SDBY_SG       F1              7,000.00       .0000000      .0000000  22/01/25 24/01/25    2  D
 501-028310-501  000006 EADVISE_SIDJ_SG       F1              6,000.00       .0000000      .0000000  22/01/25 24/01/25    2  D
 501-030530-501  000010 TIMED0003             F1             15,000.00       .0000000      .0000000  22/01/25 24/01/25    2  D
0                                   Prod Total:           2,311,781.79
0301-821523-501  000002 ROMEFSZMRPLSG         F4          1,000,076.72       .0000000      .5000000  22/01/25 24/01/25    2  D
0                                   Prod Total:           1,000,076.72
0                              Term Code Total:           3,311,858.51
0201-038541-501  001686 716CAD9CF38827B7      F4         40,023,671.23       .0000000      .2600000  22/01/25 24/03/25   60  D
 201-038541-501  001687 716CAD9CF38827B7      F4         18,010,652.05       .0000000      .2600000  22/01/25 24/03/25   60  D
 201-038541-501  001688 716CAD9CF38827B7      F4         38,022,487.67       .0000000      .2600000  22/01/25 24/03/25   60  D
 301-605066-501  000156 392D97257601CE9A1B7   F4          2,501,479.45       .0000000      .2600000  22/01/25 24/03/25   60  D
0                                   Prod Total:          98,558,290.40
1
 DATE PRINTED: 22/01/25   20:14:44
 OCBC BANK                BRANCH: 000                                                                         CDU100P      PAGE    4
                                                                                                              PROCESS DATE : 22/01/25
 SGD FD DEALER QUOTED RATE REPORT                                                                             PROCESS THRU : 22/01/25
0                                            PROD                       <==========R A T E========> EFFECTIVE MATURITY         DEALER
     ACCOUNT NO    TD # SHORT NAME           TYPE     PRINCIPAL BALANCE    CUSTOMER   DEALER QUOTED    DATE    DATE   TERM/CODE CODE
0                              Term Code Total:          98,558,290.40
0301-751506-501  000041 3B987055D38B936E6C4A  F4          2,010,123.09       .0000000      .2600000  22/01/25 26/03/25   63  D
 301-781867-501  000044 55A2765FAC0D860CEAD3  F4          7,768,520.37       .0000000      .2600000  22/01/25 26/03/25   63  D
0                                   Prod Total:           9,778,643.46
0                              Term Code Total:           9,778,643.46
0                                  Grand Total:         121,186,424.60
-                                            *** END OF REPORT ***          Reviewed by :                    Date :
